Municipios;País de nacimiento;Sexo;Periodo;Total
11001 Alcalá de los Gazules;Argentina;Mujeres;1 de enero de 2019;0
11001 Alcalá de los Gazules;Argentina;Mujeres;1 de enero de 2018;0
11001 Alcalá de los Gazules;Argentina;Mujeres;1 de enero de 2017;0
11001 Alcalá de los Gazules;Argentina;Mujeres;1 de enero de 2016;0
11001 Alcalá de los Gazules;Argentina;Mujeres;1 de enero de 2015;0
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2020;1
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2019;2
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2018;2
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2017;2
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2016;2
11001 Alcalá de los Gazules;Bolivia;Total;1 de enero de 2015;2
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2020;0
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2019;0
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2018;0
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2017;0
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2016;0
11001 Alcalá de los Gazules;Bolivia;Hombres;1 de enero de 2015;0
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2020;1
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2019;2
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2018;2
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2017;2
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2016;2
11001 Alcalá de los Gazules;Bolivia;Mujeres;1 de enero de 2015;2
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2020;2
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2019;1
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2018;1
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2017;0
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2016;1
11001 Alcalá de los Gazules;Brasil;Total;1 de enero de 2015;1
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2020;0
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2019;0
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2018;0
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2017;0
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2016;0
11001 Alcalá de los Gazules;Brasil;Hombres;1 de enero de 2015;0
11001 Alcalá de los Gazules;Brasil;Mujeres;1 de enero de 2020;2
11001 Alcalá de los Gazules;Brasil;Mujeres;1 de enero de 2019;1
11001 Alcalá de los Gazules;Brasil;Mujeres;1 de enero de 2018;1
